path,size,category,recommended_action,scientific_role,tracked_equivalent,hash_reference,reason
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update0880.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update0900.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update0920.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update0940.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update0960.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update0980.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1000.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1020.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1040.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1060.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1080.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1100.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1120.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1140.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1160.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1180.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1200.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1220.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1240.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1260.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1280.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1300.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1320.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1340.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1360.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1380.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1400.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1420.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1440.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1460.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1480.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600612_update1500.json,828,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0000.json,825,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0020.json,826,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0040.json,826,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0060.json,826,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0080.json,826,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0100.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0120.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0140.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0160.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0180.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0200.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
stage_06_Optimizer_Update_Dynamics_Training/03_formal_training/stage06c/checkpoint_integrity/D2_seed20600613_update0220.json,827,HISTORICAL_EVIDENCE_ONLY,KEEP_EXTERNAL_PRESERVE_HASH_REFERENCE;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,manifested historical evidence,,manifest:stage_07_Heterogeneous_Development_Pool/09_manifests/stage07a_input_freeze_manifest.json;manifest:stage_08Z_Project_Closure_Publication/00_freeze/project_final_evidence_freeze_manifest.json;manifest:stage_08_Systematic_Coverage_V3/09_manifests/stage08a_input_freeze_manifest.json,Payload identity is already preserved by an authoritative tracked manifest.
